Climate,SoilType,WaterLevel,LandSize,PlantName,FertilizerName,DiseasesName,MedicineName
Rainy (Monsoon),Silty,low,4.72,Safed Musli,Organic Manure,Leaf Spot,Neem Oil
Winter,Clay,High,5.15,Bitter Leaf,Vermicompost,Rust,Copper Fungicide
Summer,Red Soil,Medium,1.57,Bitter Leaf,Urea,Leaf Spot,Neem Oil
Spring,Sandy,Medium,0.99,Bitter Leaf,Vermicompost,Blight,Trichoderma
Winter,Clay,Low,0.81,Bitter Leaf,Vermicompost,Powdery Mildew,Copper Fungicide
Spring,Black Soil,Low,6.14,Bitter Leaf,Urea,Rust,Copper Fungicide
Spring,Sandy,High,6.68,Bitter Leaf,Urea,Wilt,Copper Fungicide
Cold,Clay,High,3.76,Bitter Leaf,Urea,Root Rot,Bordeaux Mixture
Cold,Sandy,High,8.12,Bitter Leaf,NPK,Leaf Spot,Carbendazim
Winter,Sandy,Low,9.92,Bitter Leaf,Urea,Powdery Mildew,Carbendazim
Rainy (Monsoon),Loamy,High,3.57,Bitter Leaf,NPK,Rust,Neem Oil
Cold,Alluvial,Low,9.19,African Eggplant,Compost,Root Rot,Trichoderma
Cold,Clay,Low,4.89,African Eggplant,Organic Manure,Root Rot,Neem Oil
Rainy (Monsoon),Alluvial,Medium,0.84,African Eggplant,NPK,Wilt,Sulfur Spray
Rainy (Monsoon),Black Soil,Medium,2.4,African Eggplant,Organic Manure,Blight,Carbendazim
Rainy (Monsoon),Clay,Medium,6.55,African Eggplant,Urea,Rust,Copper Fungicide
Spring,Black Soil,High,8.93,African Eggplant,Cow Dung,Root Rot,Bordeaux Mixture
Spring,Clay,Medium,4.2,African Eggplant,Organic Manure,Blight,Trichoderma
Cold,Alluvial,High,2.89,African Eggplant,Vermicompost,Root Rot,Trichoderma
Summer,Loamy,Medium,5.89,African Eggplant,Organic Manure,Leaf Spot,Neem Oil
Spring,Red Soil,Medium,4,African Eggplant,Vermicompost,Wilt,Trichoderma
Rainy (Monsoon),Clay,Medium,6.51,Scarlet Eggplant,Urea,Rust,Carbendazim
Cold,Alluvial,Medium,9.08,Scarlet Eggplant,NPK,Leaf Spot,Carbendazim
Summer,Loamy,Medium,7.65,Scarlet Eggplant,NPK,Powdery Mildew,Trichoderma
Cold,Red Soil,Low,0.68,Scarlet Eggplant,Vermicompost,Wilt,Bordeaux Mixture
Rainy (Monsoon),Clay,Low,7.98,Scarlet Eggplant,Urea,Root Rot,Neem Oil
Summer,Loamy,Medium,4.36,Scarlet Eggplant,Compost,Powdery Mildew,Trichoderma
Spring,Clay,High,0.63,Scarlet Eggplant,Compost,Rust,Neem Oil
Cold,Sandy,High,2.82,Scarlet Eggplant,Vermicompost,Leaf Spot,Copper Fungicide
Summer,Red Soil,Low,8.3,Scarlet Eggplant,Urea,Rust,Neem Oil
Winter,Loamy,High,2.55,Scarlet Eggplant,Compost,Powdery Mildew,Sulfur Spray
Winter,Alluvial,Medium,7.63,Turkey Berry,Urea,Powdery Mildew,Copper Fungicide
Cold,Red Soil,High,3.5,Turkey Berry,Urea,Powdery Mildew,Neem Oil
Winter,Clay,Medium,6.62,Turkey Berry,NPK,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Alluvial,Medium,1.82,Turkey Berry,NPK,Rust,Copper Fungicide
Rainy (Monsoon),Alluvial,Low,8.47,Turkey Berry,Urea,Blight,Copper Fungicide
Rainy (Monsoon),Black Soil,Low,5.6,Turkey Berry,Vermicompost,Leaf Spot,Neem Oil
Cold,Loamy,Low,9.18,Turkey Berry,Compost,Rust,Trichoderma
Cold,Black Soil,High,0.78,Turkey Berry,Urea,Root Rot,Carbendazim
Summer,Red Soil,Low,4.25,Turkey Berry,Cow Dung,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Loamy,High,5.7,Turkey Berry,Organic Manure,Powdery Mildew,Bordeaux Mixture
Winter,Alluvial,Medium,3.58,Pea Plant,NPK,Root Rot,Bordeaux Mixture
Rainy (Monsoon),Clay,Low,7.94,Pea Plant,Urea,Blight,Copper Fungicide
Winter,Black Soil,Medium,3.53,Pea Plant,Cow Dung,Blight,Bordeaux Mixture
Summer,Red Soil,High,5.61,Pea Plant,Compost,Wilt,Bordeaux Mixture
Rainy (Monsoon),Sandy,High,9.11,Pea Plant,Vermicompost,Blight,Bordeaux Mixture
Rainy (Monsoon),Black Soil,High,4.3,Pea Plant,NPK,Blight,Sulfur Spray
Spring,Red Soil,Low,7.03,Pea Plant,Organic Manure,Wilt,Sulfur Spray
Cold,Alluvial,Low,8.96,Pea Plant,Compost,Rust,Bordeaux Mixture
Summer,Red Soil,Low,3.12,Pea Plant,Organic Manure,Powdery Mildew,Sulfur Spray
Winter,Clay,Medium,4.93,Pea Plant,Urea,Wilt,Neem Oil
Cold,Black Soil,Low,3.7,Snow Pea,Urea,Rust,Trichoderma
Cold,Loamy,Low,6.72,Snow Pea,Organic Manure,Powdery Mildew,Sulfur Spray
Winter,Black Soil,Low,2.32,Snow Pea,Urea,Rust,Copper Fungicide
Cold,Sandy,Medium,6.51,Snow Pea,Cow Dung,Rust,Sulfur Spray
Winter,Sandy,Low,3.71,Snow Pea,NPK,Powdery Mildew,Carbendazim
Winter,Sandy,Medium,9.65,Snow Pea,NPK,Root Rot,Carbendazim
Cold,Red Soil,High,5.42,Snow Pea,Compost,Blight,Sulfur Spray
Summer,Red Soil,Low,7.75,Snow Pea,Vermicompost,Root Rot,Bordeaux Mixture
Spring,Sandy,Low,2.82,Snow Pea,Cow Dung,Blight,Bordeaux Mixture
Rainy (Monsoon),Alluvial,Medium,6.08,Snow Pea,Cow Dung,Powdery Mildew,Carbendazim
Winter,Loamy,High,5.03,Sugar Snap Pea,Urea,Wilt,Neem Oil
Spring,Alluvial,Medium,3.04,Sugar Snap Pea,Urea,Blight,Carbendazim
Rainy (Monsoon),Clay,Medium,4.25,Sugar Snap Pea,Urea,Leaf Spot,Carbendazim
Cold,Clay,Low,4.19,Sugar Snap Pea,Cow Dung,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Clay,Low,7.75,Sugar Snap Pea,Vermicompost,Rust,Trichoderma
Cold,Red Soil,High,2.64,Sugar Snap Pea,Compost,Rust,Bordeaux Mixture
Rainy (Monsoon),Loamy,High,7.6,Sugar Snap Pea,Compost,Leaf Spot,Neem Oil
Winter,Clay,Low,1.72,Sugar Snap Pea,Compost,Leaf Spot,Neem Oil
Cold,Alluvial,Medium,3.22,Sugar Snap Pea,Urea,Wilt,Sulfur Spray
Summer,Alluvial,Low,3.99,Sugar Snap Pea,NPK,Blight,Copper Fungicide
Spring,Alluvial,Low,2.53,Winged Pea,Urea,Leaf Spot,Carbendazim
Rainy (Monsoon),Clay,Low,0.88,Winged Pea,NPK,Wilt,Carbendazim
Cold,Sandy,Medium,3.53,Winged Pea,Organic Manure,Root Rot,Carbendazim
Rainy (Monsoon),Black Soil,Low,1,Winged Pea,NPK,Leaf Spot,Trichoderma
Spring,Loamy,Low,3.73,Winged Pea,Compost,Root Rot,Bordeaux Mixture
Cold,Black Soil,Low,6.31,Winged Pea,NPK,Blight,Copper Fungicide
Winter,Red Soil,Medium,3.4,Winged Pea,Compost,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Loamy,High,5.04,Winged Pea,Cow Dung,Rust,Neem Oil
Winter,Red Soil,Low,4.67,Winged Pea,Cow Dung,Rust,Copper Fungicide
Rainy (Monsoon),Sandy,High,8.43,Winged Pea,Compost,Powdery Mildew,Trichoderma
Cold,Red Soil,High,0.84,Velvet Tamarind,Compost,Rust,Carbendazim
Spring,Alluvial,High,7.21,Velvet Tamarind,Compost,Wilt,Neem Oil
Cold,Black Soil,Medium,1.89,Velvet Tamarind,Cow Dung,Root Rot,Bordeaux Mixture
Spring,Clay,Low,3.88,Velvet Tamarind,Vermicompost,Rust,Carbendazim
Cold,Red Soil,Medium,6.43,Velvet Tamarind,Cow Dung,Powdery Mildew,Carbendazim
Winter,Black Soil,Low,7.42,Velvet Tamarind,Compost,Blight,Copper Fungicide
Summer,Loamy,Low,0.82,Velvet Tamarind,Urea,Rust,Trichoderma
Rainy (Monsoon),Black Soil,Medium,9.61,Velvet Tamarind,Cow Dung,Leaf Spot,Neem Oil
Rainy (Monsoon),Clay,Medium,9.32,Velvet Tamarind,Organic Manure,Rust,Trichoderma
Winter,Black Soil,Medium,1.52,Velvet Tamarind,Urea,Leaf Spot,Bordeaux Mixture
Summer,Loamy,Medium,7.9,Desert Date,Compost,Wilt,Carbendazim
Rainy (Monsoon),Loamy,Medium,8.87,Desert Date,Compost,Blight,Copper Fungicide
Spring,Clay,Medium,6.86,Desert Date,Compost,Blight,Sulfur Spray
Rainy (Monsoon),Alluvial,Low,3.93,Desert Date,Cow Dung,Powdery Mildew,Neem Oil
Spring,Loamy,High,1.71,Desert Date,Compost,Root Rot,Carbendazim
Summer,Loamy,Medium,8.87,Desert Date,Cow Dung,Powdery Mildew,Copper Fungicide
Winter,Black Soil,Medium,7.45,Desert Date,NPK,Blight,Trichoderma
Rainy (Monsoon),Alluvial,High,2.41,Desert Date,Cow Dung,Blight,Bordeaux Mixture
Cold,Clay,Low,3.63,Desert Date,Compost,Root Rot,Copper Fungicide
Rainy (Monsoon),Red Soil,High,5.91,Desert Date,Cow Dung,Wilt,Neem Oil
Summer,Clay,Medium,1.11,Indian Coral Tree,Vermicompost,Rust,Neem Oil
Winter,Clay,Medium,7,Indian Coral Tree,NPK,Blight,Sulfur Spray
Winter,Red Soil,Low,2.56,Indian Coral Tree,Vermicompost,Root Rot,Bordeaux Mixture
Spring,Loamy,Medium,6.9,Indian Coral Tree,Organic Manure,Root Rot,Bordeaux Mixture
Spring,Alluvial,High,6.58,Indian Coral Tree,Vermicompost,Blight,Bordeaux Mixture
Cold,Clay,Low,2.85,Indian Coral Tree,Compost,Rust,Neem Oil
Winter,Red Soil,High,6.1,Indian Coral Tree,Cow Dung,Powdery Mildew,Carbendazim
Cold,Black Soil,Low,5.67,Indian Coral Tree,Compost,Wilt,Copper Fungicide
Summer,Red Soil,Medium,8.52,Indian Coral Tree,Cow Dung,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Clay,High,6.34,Indian Coral Tree,NPK,Blight,Bordeaux Mixture
Summer,Clay,Low,5.45,Flame Tree,Compost,Wilt,Bordeaux Mixture
Spring,Red Soil,Low,2.24,Flame Tree,Vermicompost,Powdery Mildew,Neem Oil
Winter,Clay,High,4.69,Flame Tree,Vermicompost,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Loamy,Low,4.05,Flame Tree,Urea,Wilt,Neem Oil
Rainy (Monsoon),Red Soil,High,3.48,Flame Tree,Urea,Leaf Spot,Neem Oil
Rainy (Monsoon),Clay,Low,0.78,Flame Tree,Vermicompost,Powdery Mildew,Trichoderma
Winter,Loamy,Low,4.72,Flame Tree,Organic Manure,Rust,Carbendazim
Summer,Alluvial,Medium,5.08,Flame Tree,Vermicompost,Leaf Spot,Bordeaux Mixture
Winter,Alluvial,High,7.15,Flame Tree,Cow Dung,Root Rot,Trichoderma
Cold,Sandy,Low,8.1,Flame Tree,Urea,Powdery Mildew,Bordeaux Mixture
Rainy (Monsoon),Red Soil,Low,5.94,Gulmohar,Vermicompost,Powdery Mildew,Trichoderma
Spring,Clay,Low,6.21,Gulmohar,Cow Dung,Wilt,Bordeaux Mixture
Winter,Alluvial,Low,6.6,Gulmohar,NPK,Root Rot,Bordeaux Mixture
Spring,Black Soil,High,4.01,Gulmohar,NPK,Root Rot,Carbendazim
Cold,Clay,High,6.21,Gulmohar,Cow Dung,Wilt,Sulfur Spray
Cold,Alluvial,Medium,2.87,Gulmohar,Vermicompost,Wilt,Sulfur Spray
Cold,Sandy,Medium,8.42,Gulmohar,Cow Dung,Blight,Carbendazim
Winter,Loamy,Low,3.1,Gulmohar,Vermicompost,Root Rot,Trichoderma
Spring,Loamy,High,2.28,Gulmohar,Compost,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Red Soil,Low,8.18,Gulmohar,NPK,Powdery Mildew,Trichoderma
Winter,Sandy,High,2.68,Rain Tree,Compost,Leaf Spot,Bordeaux Mixture
Rainy (Monsoon),Loamy,High,4.95,Rain Tree,Urea,Leaf Spot,Sulfur Spray
Cold,Sandy,Low,2.29,Rain Tree,Urea,Root Rot,Neem Oil
Winter,Alluvial,Low,1.57,Rain Tree,Compost,Root Rot,Sulfur Spray
Winter,Red Soil,Low,1.27,Rain Tree,Vermicompost,Rust,Sulfur Spray
Winter,Clay,High,8.98,Rain Tree,Organic Manure,Root Rot,Copper Fungicide
Summer,Red Soil,Low,5.58,Rain Tree,Urea,Leaf Spot,Copper Fungicide
Summer,Alluvial,Medium,0.89,Rain Tree,Vermicompost,Rust,Trichoderma
Winter,Loamy,High,7.19,Rain Tree,Cow Dung,Wilt,Copper Fungicide
Summer,Red Soil,High,4.85,Rain Tree,Urea,Blight,Sulfur Spray
Winter,Black Soil,High,5.9,Banyan,NPK,Powdery Mildew,Neem Oil
Rainy (Monsoon),Red Soil,Low,8.37,Banyan,Organic Manure,Leaf Spot,Sulfur Spray
Spring,Red Soil,Medium,7.09,Banyan,Urea,Root Rot,Neem Oil
Winter,Alluvial,Medium,1.88,Banyan,Compost,Root Rot,Copper Fungicide
Summer,Alluvial,Medium,8.13,Banyan,Organic Manure,Root Rot,Bordeaux Mixture
Rainy (Monsoon),Black Soil,High,3.38,Banyan,Vermicompost,Root Rot,Bordeaux Mixture
Rainy (Monsoon),Red Soil,Medium,2.64,Banyan,Organic Manure,Powdery Mildew,Trichoderma
Winter,Red Soil,Low,1.34,Banyan,Cow Dung,Wilt,Copper Fungicide
Winter,Red Soil,Medium,1.73,Banyan,Urea,Wilt,Neem Oil
Rainy (Monsoon),Loamy,Low,6.02,Banyan,Organic Manure,Powdery Mildew,Copper Fungicide
Cold,Black Soil,High,1.42,Peepal,Organic Manure,Rust,Carbendazim
Spring,Alluvial,Medium,8.85,Peepal,Cow Dung,Powdery Mildew,Carbendazim
Rainy (Monsoon),Loamy,Medium,1.73,Peepal,Vermicompost,Leaf Spot,Trichoderma
Spring,Clay,Low,9.28,Peepal,Organic Manure,Rust,Neem Oil
Winter,Loamy,Low,7.1,Peepal,Compost,Leaf Spot,Carbendazim
Winter,Alluvial,Medium,3.42,Peepal,Organic Manure,Rust,Sulfur Spray
Summer,Clay,Medium,5.3,Peepal,NPK,Rust,Bordeaux Mixture
Summer,Alluvial,Medium,1.91,Peepal,Organic Manure,Leaf Spot,Bordeaux Mixture
Cold,Sandy,Medium,5.75,Peepal,Compost,Rust,Copper Fungicide
Spring,Alluvial,Medium,2.45,Peepal,Cow Dung,Powdery Mildew,Sulfur Spray
Cold,Clay,Low,7.24,Fig Tree,Vermicompost,Rust,Trichoderma
Summer,Black Soil,Medium,9.61,Fig Tree,NPK,Wilt,Neem Oil
Cold,Alluvial,Medium,1.06,Fig Tree,Urea,Powdery Mildew,Bordeaux Mixture
Winter,Loamy,Medium,6.89,Fig Tree,NPK,Root Rot,Carbendazim
Spring,Sandy,Low,6.14,Fig Tree,Urea,Root Rot,Copper Fungicide
Winter,Clay,Medium,6.42,Fig Tree,Organic Manure,Blight,Bordeaux Mixture
Spring,Black Soil,Medium,2.01,Fig Tree,Urea,Blight,Sulfur Spray
Summer,Sandy,Medium,9.96,Fig Tree,Urea,Wilt,Bordeaux Mixture
Spring,Alluvial,High,5.72,Fig Tree,Organic Manure,Leaf Spot,Sulfur Spray
Summer,Clay,High,1.1,Fig Tree,Vermicompost,Rust,Trichoderma
Spring,Alluvial,Medium,6.1,Cluster Fig,NPK,Leaf Spot,Neem Oil
Cold,Loamy,Low,9.18,Cluster Fig,Vermicompost,Rust,Bordeaux Mixture
Cold,Sandy,Low,5.69,Cluster Fig,NPK,Rust,Trichoderma
Winter,Loamy,High,0.87,Cluster Fig,Vermicompost,Rust,Sulfur Spray
Cold,Black Soil,Medium,2.74,Cluster Fig,Vermicompost,Powdery Mildew,Neem Oil
Cold,Sandy,Medium,0.77,Cluster Fig,Vermicompost,Rust,Neem Oil
Winter,Loamy,High,2.91,Cluster Fig,NPK,Powdery Mildew,Bordeaux Mixture
Winter,Alluvial,Low,6.35,Cluster Fig,Vermicompost,Wilt,Copper Fungicide
Rainy (Monsoon),Black Soil,Low,5.58,Cluster Fig,Compost,Rust,Bordeaux Mixture
Winter,Sandy,Low,5.18,Cluster Fig,Vermicompost,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Sandy,Low,7.48,Wild Fig,Vermicompost,Powdery Mildew,Neem Oil
Rainy (Monsoon),Loamy,Medium,4.26,Wild Fig,Cow Dung,Wilt,Bordeaux Mixture
Rainy (Monsoon),Black Soil,High,5.7,Wild Fig,Vermicompost,Blight,Neem Oil
Rainy (Monsoon),Loamy,High,3.15,Wild Fig,Vermicompost,Blight,Neem Oil
Cold,Red Soil,Medium,8.05,Wild Fig,Compost,Wilt,Bordeaux Mixture
Cold,Sandy,High,9.82,Wild Fig,Organic Manure,Blight,Neem Oil
Spring,Loamy,High,4.07,Wild Fig,Compost,Rust,Sulfur Spray
Rainy (Monsoon),Red Soil,Low,2.47,Wild Fig,Compost,Root Rot,Trichoderma
Summer,Red Soil,Medium,7.83,Wild Fig,Organic Manure,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Loamy,High,5.46,Wild Fig,Compost,Root Rot,Trichoderma
Cold,Clay,Low,5.74,Strangler Fig,Urea,Root Rot,Copper Fungicide
Winter,Loamy,Low,0.52,Strangler Fig,Urea,Wilt,Carbendazim
Spring,Red Soil,High,4.19,Strangler Fig,Cow Dung,Leaf Spot,Carbendazim
Winter,Sandy,High,5.67,Strangler Fig,Vermicompost,Wilt,Sulfur Spray
Spring,Loamy,Low,7.73,Strangler Fig,Vermicompost,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Sandy,Low,5.38,Strangler Fig,Organic Manure,Rust,Copper Fungicide
Winter,Sandy,High,3.11,Strangler Fig,NPK,Wilt,Sulfur Spray
Cold,Clay,Low,0.54,Strangler Fig,NPK,Powdery Mildew,Neem Oil
Rainy (Monsoon),Alluvial,High,3.64,Strangler Fig,Vermicompost,Blight,Copper Fungicide
Spring,Red Soil,High,3.46,Strangler Fig,Organic Manure,Blight,Bordeaux Mixture
Winter,Alluvial,Low,3.69,Sand Cherry,Compost,Root Rot,Sulfur Spray
Spring,Sandy,Medium,4.32,Sand Cherry,Vermicompost,Wilt,Sulfur Spray
Rainy (Monsoon),Sandy,Medium,9.58,Sand Cherry,Vermicompost,Powdery Mildew,Trichoderma
Winter,Sandy,High,4,Sand Cherry,Organic Manure,Blight,Sulfur Spray
Summer,Red Soil,Low,7.65,Sand Cherry,NPK,Wilt,Sulfur Spray
Cold,Loamy,Low,7.85,Sand Cherry,NPK,Powdery Mildew,Bordeaux Mixture
Spring,Alluvial,Low,4.9,Sand Cherry,Vermicompost,Powdery Mildew,Neem Oil
Winter,Alluvial,High,1.64,Sand Cherry,Urea,Leaf Spot,Neem Oil
Spring,Alluvial,High,6.75,Sand Cherry,Organic Manure,Leaf Spot,Neem Oil
Spring,Sandy,Medium,3.33,Sand Cherry,Urea,Rust,Copper Fungicide
Rainy (Monsoon),Red Soil,Medium,5.4,Chokeberry,Urea,Wilt,Carbendazim
Cold,Red Soil,High,8.85,Chokeberry,Compost,Leaf Spot,Bordeaux Mixture
Cold,Black Soil,Low,4.57,Chokeberry,Compost,Root Rot,Bordeaux Mixture
Summer,Red Soil,High,9.05,Chokeberry,NPK,Leaf Spot,Trichoderma
Summer,Sandy,Medium,2.34,Chokeberry,Cow Dung,Blight,Bordeaux Mixture
Rainy (Monsoon),Loamy,Low,0.82,Chokeberry,Urea,Powdery Mildew,Sulfur Spray
Summer,Loamy,Low,2.77,Chokeberry,Vermicompost,Rust,Trichoderma
Spring,Black Soil,High,7.35,Chokeberry,Compost,Wilt,Copper Fungicide
Summer,Black Soil,High,3.53,Chokeberry,Vermicompost,Leaf Spot,Sulfur Spray
Summer,Black Soil,High,9.67,Chokeberry,Organic Manure,Leaf Spot,Carbendazim
Spring,Alluvial,Medium,9.71,June Plum,Vermicompost,Powdery Mildew,Sulfur Spray
Summer,Clay,Medium,8.24,June Plum,Compost,Root Rot,Sulfur Spray
Summer,Sandy,Medium,2.57,June Plum,Urea,Leaf Spot,Copper Fungicide
Cold,Loamy,Low,4.67,June Plum,Cow Dung,Blight,Bordeaux Mixture
Winter,Black Soil,Low,3.36,June Plum,Compost,Rust,Copper Fungicide
Summer,Red Soil,Low,5.25,June Plum,NPK,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Loamy,High,4.96,June Plum,NPK,Blight,Copper Fungicide
Summer,Loamy,Medium,8.84,June Plum,NPK,Rust,Trichoderma
Winter,Alluvial,Medium,3.53,June Plum,Organic Manure,Rust,Sulfur Spray
Cold,Alluvial,Medium,8.04,June Plum,Cow Dung,Root Rot,Neem Oil
Summer,Clay,High,5.79,Hog Plum,NPK,Wilt,Neem Oil
Rainy (Monsoon),Clay,Low,2.15,Hog Plum,Vermicompost,Root Rot,Trichoderma
Summer,Sandy,Medium,2.65,Hog Plum,NPK,Wilt,Sulfur Spray
Cold,Clay,Medium,6.39,Hog Plum,Vermicompost,Leaf Spot,Sulfur Spray
Summer,Clay,Low,5.22,Hog Plum,Vermicompost,Rust,Sulfur Spray
Summer,Sandy,Medium,0.59,Hog Plum,Urea,Blight,Trichoderma
Winter,Red Soil,Medium,8.6,Hog Plum,Cow Dung,Blight,Neem Oil
Cold,Sandy,Medium,3.33,Hog Plum,Vermicompost,Rust,Copper Fungicide
Spring,Sandy,High,8.93,Hog Plum,Vermicompost,Powdery Mildew,Trichoderma
Summer,Black Soil,Low,2.41,Hog Plum,Organic Manure,Powdery Mildew,Trichoderma
Spring,Loamy,Low,2.94,Yellow Mombin,Cow Dung,Root Rot,Copper Fungicide
Rainy (Monsoon),Sandy,High,7.26,Yellow Mombin,Organic Manure,Wilt,Trichoderma
Spring,Loamy,High,5.42,Yellow Mombin,Urea,Wilt,Neem Oil
Rainy (Monsoon),Red Soil,Medium,5.34,Yellow Mombin,Cow Dung,Wilt,Trichoderma
Winter,Sandy,Low,4.5,Yellow Mombin,Urea,Blight,Trichoderma
Cold,Clay,Low,8.96,Yellow Mombin,Vermicompost,Leaf Spot,Neem Oil
Rainy (Monsoon),Loamy,Medium,8.17,Yellow Mombin,Cow Dung,Rust,Bordeaux Mixture
Summer,Black Soil,Low,3.81,Yellow Mombin,Organic Manure,Root Rot,Neem Oil
Winter,Sandy,High,4.33,Yellow Mombin,Vermicompost,Wilt,Sulfur Spray
Winter,Clay,Low,1.06,Yellow Mombin,NPK,Wilt,Copper Fungicide
Winter,Alluvial,High,6.71,Red Mombin,Compost,Blight,Bordeaux Mixture
Cold,Red Soil,Medium,4.3,Red Mombin,Urea,Powdery Mildew,Bordeaux Mixture
Summer,Loamy,High,3.93,Red Mombin,Urea,Powdery Mildew,Bordeaux Mixture
Rainy (Monsoon),Clay,Medium,4.48,Red Mombin,Urea,Blight,Bordeaux Mixture
Cold,Alluvial,High,3.64,Red Mombin,Organic Manure,Powdery Mildew,Sulfur Spray
Spring,Sandy,Low,3.35,Red Mombin,Vermicompost,Powdery Mildew,Carbendazim
Rainy (Monsoon),Alluvial,Low,3.73,Red Mombin,Compost,Powdery Mildew,Sulfur Spray
Cold,Clay,Medium,4.82,Red Mombin,Compost,Rust,Sulfur Spray
Summer,Clay,Low,9.62,Red Mombin,Vermicompost,Blight,Carbendazim
Spring,Sandy,Medium,3.38,Red Mombin,NPK,Powdery Mildew,Copper Fungicide
Summer,Alluvial,Medium,7.97,Monkey Jack,Organic Manure,Powdery Mildew,Copper Fungicide
Cold,Black Soil,Medium,7.4,Monkey Jack,Compost,Rust,Neem Oil
Spring,Red Soil,Medium,8.12,Monkey Jack,Cow Dung,Root Rot,Trichoderma
Spring,Black Soil,High,4.32,Monkey Jack,NPK,Powdery Mildew,Neem Oil
Summer,Clay,Medium,7.17,Monkey Jack,NPK,Rust,Copper Fungicide
Summer,Loamy,Low,2.37,Monkey Jack,NPK,Leaf Spot,Neem Oil
Rainy (Monsoon),Sandy,High,6.62,Monkey Jack,Vermicompost,Root Rot,Bordeaux Mixture
Winter,Sandy,Low,3,Monkey Jack,Cow Dung,Root Rot,Carbendazim
Rainy (Monsoon),Loamy,High,6.11,Monkey Jack,Vermicompost,Leaf Spot,Carbendazim
Spring,Sandy,Low,9.23,Monkey Jack,Cow Dung,Blight,Carbendazim
Spring,Alluvial,High,3.87,Wild Jackfruit,Urea,Rust,Sulfur Spray
Spring,Clay,Low,3.71,Wild Jackfruit,Vermicompost,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Red Soil,Low,1.69,Wild Jackfruit,NPK,Blight,Trichoderma
Spring,Red Soil,Medium,6.24,Wild Jackfruit,Organic Manure,Wilt,Bordeaux Mixture
Spring,Sandy,Medium,6.26,Wild Jackfruit,Organic Manure,Blight,Carbendazim
Rainy (Monsoon),Alluvial,Medium,1.24,Wild Jackfruit,NPK,Powdery Mildew,Copper Fungicide
Cold,Red Soil,High,4.1,Wild Jackfruit,Compost,Blight,Copper Fungicide
Spring,Red Soil,High,4.38,Wild Jackfruit,Urea,Powdery Mildew,Neem Oil
Rainy (Monsoon),Clay,High,2.46,Wild Jackfruit,NPK,Leaf Spot,Carbendazim
Spring,Black Soil,Medium,7.28,Wild Jackfruit,Urea,Blight,Sulfur Spray
Summer,Clay,High,4.3,Breadfruit Tree,Compost,Blight,Trichoderma
Spring,Alluvial,High,1.87,Breadfruit Tree,Urea,Wilt,Sulfur Spray
Rainy (Monsoon),Red Soil,Medium,6.75,Breadfruit Tree,Cow Dung,Blight,Bordeaux Mixture
Winter,Alluvial,Medium,2.25,Breadfruit Tree,Cow Dung,Wilt,Copper Fungicide
Spring,Sandy,Medium,4.03,Breadfruit Tree,Urea,Rust,Bordeaux Mixture
Cold,Loamy,Low,1.34,Breadfruit Tree,Organic Manure,Rust,Sulfur Spray
Summer,Red Soil,Medium,8.71,Breadfruit Tree,NPK,Leaf Spot,Carbendazim
Winter,Red Soil,Medium,6.78,Breadfruit Tree,Compost,Leaf Spot,Neem Oil
Winter,Alluvial,Medium,6.62,Breadfruit Tree,NPK,Leaf Spot,Sulfur Spray
Winter,Sandy,Low,7.76,Breadfruit Tree,Urea,Leaf Spot,Neem Oil
Cold,Sandy,Low,7.24,Indian Almond,Organic Manure,Rust,Copper Fungicide
Rainy (Monsoon),Loamy,Low,9.62,Indian Almond,Organic Manure,Leaf Spot,Bordeaux Mixture
Cold,Sandy,Low,1.73,Indian Almond,Organic Manure,Rust,Copper Fungicide
Winter,Loamy,Low,6.03,Indian Almond,Urea,Rust,Carbendazim
Summer,Loamy,Low,0.91,Indian Almond,NPK,Root Rot,Trichoderma
Summer,Black Soil,High,4.65,Indian Almond,Cow Dung,Root Rot,Bordeaux Mixture
Spring,Alluvial,Medium,6.88,Indian Almond,Compost,Leaf Spot,Carbendazim
Winter,Loamy,High,9.75,Indian Almond,Organic Manure,Powdery Mildew,Bordeaux Mixture
Spring,Alluvial,Low,9.48,Indian Almond,NPK,Leaf Spot,Bordeaux Mixture
Summer,Alluvial,Medium,5.91,Indian Almond,Organic Manure,Root Rot,Copper Fungicide
Rainy (Monsoon),Loamy,Low,7.83,Tropical Almond,Cow Dung,Wilt,Neem Oil
Summer,Alluvial,High,8.26,Tropical Almond,Urea,Powdery Mildew,Bordeaux Mixture
Spring,Black Soil,Low,6.89,Tropical Almond,Urea,Rust,Sulfur Spray
Spring,Loamy,High,9.49,Tropical Almond,Compost,Rust,Carbendazim
Rainy (Monsoon),Black Soil,Low,9.52,Tropical Almond,Vermicompost,Wilt,Neem Oil
